Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager,Revenue,DeliveryDays,ShippingBuckets
03-01-2024,East,Monitor,17,542.82,Store A,Wholesale,0,Alice,9227.94,Debit Card,WINTER15,1,REG100173,Cust 9112,7.13,03-01-2024,03-08-2024,Eric,0,7,Low
6/22/2025,North,Printer,17,527.88,Store D,Retail,0.05,Bob,8525.262,Cash,WINTER15,0,REG100175,Cust 4597,21.32,6/22/2025,6/28/2025,Ryan,8525.262,6,Medium
03-04-2025,Central,Printer,8,486.07,Store B,Retail,0,Carlos,3888.56,Debit Card,FREESHIP,0,REG100177,Cust 2893,10.68,03-04-2025,03-10-2025,Cameron,3888.56,6,Lower Medium
6/30/2025,North,Laptop,16,76.17,Store D,Wholesale,0.1,Alice,1096.848,Cash,WINTER15,0,REG100180,Cust 1312,41.88,6/30/2025,07-09-2025,Ryan,1096.848,9,High
11-06-2024,South,Printer,3,503.55,Store C,Wholesale,0.1,Bob,1359.585,Credit Card,WINTER15,0,REG100181,Cust 6315,37.49,11-06-2024,11/13/2024,Sophie,1359.585,7,Upper Medium
04-01-2025,East,Tablet,5,31.56,Store D,Retail,0,Diana,157.8,Online,SAVE10,1,REG100182,Cust 1224,29.56,04-01-2025,04-04-2025,Eric,0,3,Medium
07-01-2024,West,Laptop,16,72.92,Store C,Wholesale,0.05,Frank,1108.384,Cash,FREESHIP,0,REG100183,Cust 7182,5.7,07-01-2024,07-06-2024,Wendy,1108.384,5,Low
12-09-2023,West,Printer,18,421.93,Store D,Retail,0.05,Bob,7215.003,Gift Card,WINTER15,0,REG100184,Cust 7901,23.42,12-09-2023,12/18/2023,Wendy,7215.003,9,Medium
6/27/2023,North,Desk,15,478.41,Store B,Retail,0.1,Carlos,6458.535,Debit Card,FREESHIP,0,REG100185,Cust 1736,35.63,6/27/2023,6/30/2023,Ryan,6458.535,3,Upper Medium
7/14/2023,South,Chair,9,501.74,Store D,Retail,0,Bob,4515.66,Online,SAVE10,1,REG100186,Cust 7795,39.74,7/14/2023,7/17/2023,Sophie,0,3,Upper Medium
02-08-2023,South,Tablet,7,247.53,Store C,Wholesale,0.15,Alice,1472.8035,Gift Card,FREESHIP,0,REG100187,Cust 2471,13.63,02-08-2023,2/16/2023,Sophie,1472.8035,8,Lower Medium
6/28/2024,West,Tablet,6,176.51,Store C,Wholesale,0.15,Carlos,900.201,Debit Card,FREESHIP,1,REG100188,Cust 3068,31.02,6/28/2024,07-07-2024,Wendy,0,9,Upper Medium
11/27/2023,East,Monitor,12,538.5,Store C,Wholesale,0.05,Alice,6138.9,Cash,SAVE10,0,REG100190,Cust 7777,18.54,11/27/2023,12-06-2023,Eric,6138.9,9,Lower Medium
08-06-2023,South,Monitor,7,498.32,Store B,Wholesale,0.1,Alice,3139.416,Credit Card,WINTER15,1,REG100192,Cust 2326,27.65,08-06-2023,08-10-2023,Sophie,0,4,Medium
12/13/2024,South,Printer,15,57.14,Store B,Wholesale,0.15,Carlos,728.535,Debit Card,FREESHIP,0,REG100193,Cust 8304,7.02,12/13/2024,12/22/2024,Sophie,728.535,9,Low
1/17/2025,Central,Tablet,18,124.18,Store B,Wholesale,0.15,Carlos,1899.954,Debit Card,SAVE10,0,REG100194,Cust 3630,45.77,1/17/2025,1/26/2025,Cameron,1899.954,9,High
11/26/2023,West,Desk,12,107.45,Store C,Retail,0.1,Bob,1160.46,Online,FREESHIP,0,REG100195,Cust 8617,18.17,11/26/2023,12-02-2023,Wendy,1160.46,6,Lower Medium
2/14/2023,East,Chair,8,411.26,Store A,Retail,0.1,Frank,2961.072,Gift Card,WINTER15,0,REG100196,Cust 3530,28.57,2/14/2023,2/18/2023,Eric,2961.072,4,Medium
02-02-2025,Central,Printer,7,248.1,Store C,Retail,0,Diana,1736.7,Cash,WINTER15,0,REG100197,Cust 3884,31.8,02-02-2025,02-06-2025,Cameron,1736.7,4,Upper Medium
07-08-2024,North,Monitor,18,415.04,Store C,Wholesale,0.1,Eva,6723.648,Cash,WINTER15,0,REG100199,Cust 9707,33.58,07-08-2024,7/13/2024,Ryan,6723.648,5,Upper Medium
04-09-2024,West,Desk,2,117.47,Store C,Wholesale,0,Eva,234.94,Credit Card,FREESHIP,0,REG100201,Cust 1216,6.58,04-09-2024,4/16/2024,Wendy,234.94,7,Low
09-02-2024,West,Tablet,19,208.72,Store D,Retail,0.05,Frank,3767.396,Credit Card,FREESHIP,0,REG100203,Cust 7171,38.41,09-02-2024,09-06-2024,Wendy,3767.396,4,Upper Medium
6/29/2025,Central,Monitor,16,278.13,Store A,Wholesale,0.15,Alice,3782.568,Cash,SAVE10,0,REG100204,Cust 9125,24.29,6/29/2025,07-04-2025,Cameron,3782.568,5,Medium
04-02-2025,West,Laptop,2,580.19,Store B,Wholesale,0.05,Diana,1102.361,Debit Card,WINTER15,0,REG100205,Cust 9697,7.33,04-02-2025,04-08-2025,Wendy,1102.361,6,Low
4/15/2023,West,Laptop,16,489.94,Store C,Retail,0.1,Frank,7055.136,Cash,SAVE10,0,REG100208,Cust 4214,9.69,4/15/2023,4/25/2023,Wendy,7055.136,10,Low
6/19/2023,West,Printer,17,595.57,Store D,Retail,0.15,Bob,8605.9865,Credit Card,WINTER15,0,REG100210,Cust 2082,9.73,6/19/2023,6/28/2023,Wendy,8605.9865,9,Low
3/26/2023,East,Desk,12,301.5,Store D,Retail,0.15,Bob,3075.3,Credit Card,FREESHIP,1,REG100212,Cust 6161,43.67,3/26/2023,3/30/2023,Eric,0,4,High
08-05-2024,West,Tablet,6,187.06,Store B,Wholesale,0.1,Frank,1010.124,Debit Card,FREESHIP,0,REG100214,Cust 3386,11.03,08-05-2024,8/13/2024,Wendy,1010.124,8,Lower Medium
2/14/2023,North,Tablet,12,451.51,Store B,Wholesale,0.15,Carlos,4605.402,Online,WINTER15,0,REG100217,Cust 1501,9.54,2/14/2023,2/22/2023,Ryan,4605.402,8,Low
06-03-2024,Central,Tablet,1,259.87,Store D,Retail,0.15,Eva,220.8895,Gift Card,FREESHIP,0,REG100218,Cust 9683,19.2,06-03-2024,06-12-2024,Cameron,220.8895,9,Lower Medium
11-08-2023,Central,Tablet,20,268.25,Store D,Retail,0.05,Diana,5096.75,Cash,FREESHIP,0,REG100219,Cust 5416,20.96,11-08-2023,11/15/2023,Cameron,5096.75,7,Medium
1/24/2023,West,Phone,10,266.13,Store B,Wholesale,0,Diana,2661.3,Gift Card,WINTER15,0,REG100220,Cust 2153,21.01,1/24/2023,1/26/2023,Wendy,2661.3,2,Medium
3/20/2025,West,Laptop,18,493.06,Store D,Wholesale,0.05,Diana,8431.326,Cash,WINTER15,1,REG100221,Cust 3572,46.87,3/20/2025,3/28/2025,Wendy,0,8,High
2/22/2024,West,Monitor,4,36.82,Store C,Wholesale,0.05,Frank,139.916,Credit Card,WINTER15,1,REG100222,Cust 6372,24.86,2/22/2024,03-01-2024,Wendy,0,8,Medium
04-02-2025,North,Printer,12,413.45,Store D,Retail,0.15,Bob,4217.19,Cash,FREESHIP,0,REG100223,Cust 6109,23.25,04-02-2025,04-10-2025,Ryan,4217.19,8,Medium
5/13/2023,East,Laptop,7,82.77,Store D,Wholesale,0.15,Frank,492.4815,Debit Card,SAVE10,1,REG100225,Cust 5530,15.66,5/13/2023,5/17/2023,Eric,0,4,Lower Medium
07-07-2023,East,Tablet,3,71.91,Store B,Wholesale,0,Alice,215.73,Gift Card,WINTER15,1,REG100228,Cust 7137,46.25,07-07-2023,7/17/2023,Eric,0,10,High
3/31/2024,West,Laptop,7,120.6,Store B,Wholesale,0,Diana,844.2,Online,WINTER15,0,REG100230,Cust 4878,43.8,3/31/2024,04-08-2024,Wendy,844.2,8,High
04-01-2025,West,Printer,8,96.19,Store A,Wholesale,0.05,Carlos,731.044,Debit Card,SAVE10,0,REG100231,Cust 2779,34.07,04-01-2025,04-04-2025,Wendy,731.044,3,Upper Medium
8/23/2023,West,Printer,14,471.17,Store A,Wholesale,0.05,Carlos,6266.561,Gift Card,FREESHIP,0,REG100232,Cust 8606,26.38,8/23/2023,8/26/2023,Wendy,6266.561,3,Medium
11-11-2023,West,Monitor,14,16.33,Store B,Wholesale,0.1,Diana,205.758,Debit Card,WINTER15,0,REG100235,Cust 4173,22.72,11-11-2023,11/16/2023,Wendy,205.758,5,Medium
04-01-2024,Central,Desk,17,480.62,Store C,Wholesale,0.15,Carlos,6944.959,Online,FREESHIP,0,REG100236,Cust 7607,37.09,04-01-2024,04-09-2024,Cameron,6944.959,8,Upper Medium
11/28/2023,North,Chair,18,174.03,Store B,Wholesale,0.1,Frank,2819.286,Online,SAVE10,0,REG100238,Cust 5746,32.19,11/28/2023,12-03-2023,Ryan,2819.286,5,Upper Medium
01-01-2023,Central,Chair,11,468.22,Store D,Retail,0,Carlos,5150.42,Debit Card,WINTER15,0,REG100241,Cust 6437,19.92,01-01-2023,01-11-2023,Cameron,5150.42,10,Lower Medium
1/18/2025,North,Tablet,1,411.54,Store C,Retail,0.1,Eva,370.386,Gift Card,WINTER15,0,REG100242,Cust 8806,7.46,1/18/2025,1/20/2025,Ryan,370.386,2,Low
05-02-2023,Central,Printer,13,134.2,Store A,Wholesale,0.05,Eva,1657.37,Credit Card,WINTER15,0,REG100243,Cust 8678,9.6,05-02-2023,05-10-2023,Cameron,1657.37,8,Low
12/27/2024,South,Monitor,14,551.14,Store C,Wholesale,0.1,Diana,6944.364,Online,FREESHIP,1,REG100245,Cust 1960,12.35,12/27/2024,01-05-2025,Sophie,0,9,Lower Medium
3/24/2024,East,Laptop,6,595.11,Store C,Wholesale,0,Diana,3570.66,Cash,SAVE10,1,REG100247,Cust 4944,28.92,3/24/2024,3/31/2024,Eric,0,7,Medium
01-11-2023,North,Desk,6,202.57,Store D,Retail,0.05,Eva,1154.649,Gift Card,FREESHIP,0,REG100249,Cust 2279,24.39,01-11-2023,1/14/2023,Ryan,1154.649,3,Medium
06-01-2025,South,Laptop,13,306.16,Store A,Wholesale,0.15,Frank,3383.068,Cash,SAVE10,0,REG100250,Cust 4689,25.16,06-01-2025,06-10-2025,Sophie,3383.068,9,Medium
2/21/2023,East,Tablet,4,477.05,Store B,Wholesale,0,Carlos,1908.2,Credit Card,WINTER15,0,REG100254,Cust 9402,45.54,2/21/2023,03-02-2023,Eric,1908.2,9,High
11/20/2024,East,Laptop,6,562.93,Store C,Retail,0,Alice,3377.58,Credit Card,WINTER15,0,REG100255,Cust 6561,43.73,11/20/2024,11/27/2024,Eric,3377.58,7,High
8/26/2023,East,Chair,20,18.29,Store B,Retail,0,Diana,365.8,Debit Card,FREESHIP,1,REG100256,Cust 3116,35.37,8/26/2023,8/29/2023,Eric,0,3,Upper Medium
01-01-2024,South,Monitor,7,208.86,Store B,Retail,0,Frank,1462.02,Cash,FREESHIP,0,REG100257,Cust 1015,20.64,01-01-2024,01-08-2024,Sophie,1462.02,7,Medium
11/24/2024,South,Printer,12,330.36,Store D,Retail,0.05,Diana,3766.104,Cash,WINTER15,0,REG100258,Cust 1207,48.33,11/24/2024,11/30/2024,Sophie,3766.104,6,High
06-10-2023,South,Laptop,2,374.59,Store C,Wholesale,0.15,Carlos,636.803,Online,SAVE10,0,REG100260,Cust 2330,34.64,06-10-2023,6/18/2023,Sophie,636.803,8,Upper Medium
8/28/2023,East,Chair,3,376.24,Store A,Retail,0.05,Frank,1072.284,Debit Card,FREESHIP,1,REG100262,Cust 2762,6.15,8/28/2023,09-01-2023,Eric,0,4,Low
1/22/2023,West,Phone,13,140.49,Store A,Retail,0,Eva,1826.37,Debit Card,SAVE10,0,REG100263,Cust 3599,17.69,1/22/2023,1/31/2023,Wendy,1826.37,9,Lower Medium
02-07-2023,North,Monitor,3,506.33,Store B,Retail,0.15,Frank,1291.1415,Debit Card,FREESHIP,0,REG100264,Cust 4127,25.71,02-07-2023,2/14/2023,Ryan,1291.1415,7,Medium
11/22/2023,South,Monitor,8,138.73,Store A,Wholesale,0.05,Frank,1054.348,Online,WINTER15,1,REG100265,Cust 6855,48.51,11/22/2023,11/29/2023,Sophie,0,7,High
1/25/2023,West,Desk,6,134.53,Store C,Retail,0.15,Carlos,686.103,Debit Card,FREESHIP,1,REG100266,Cust 7017,33.5,1/25/2023,1/29/2023,Wendy,0,4,Upper Medium
03-05-2025,South,Tablet,18,375.96,Store D,Wholesale,0.05,Diana,6428.916,Debit Card,SAVE10,0,REG100267,Cust 6957,26.78,03-05-2025,03-09-2025,Sophie,6428.916,4,Medium
02-02-2023,North,Printer,10,538.47,Store D,Retail,0.1,Bob,4846.23,Gift Card,WINTER15,1,REG100268,Cust 9822,17.25,02-02-2023,02-12-2023,Ryan,0,10,Lower Medium
5/24/2023,North,Tablet,15,505.44,Store A,Wholesale,0.1,Alice,6823.44,Online,SAVE10,0,REG100269,Cust 7425,37.5,5/24/2023,06-01-2023,Ryan,6823.44,8,Upper Medium
5/30/2024,South,Printer,4,312.09,Store C,Wholesale,0.15,Diana,1061.106,Debit Card,SAVE10,1,REG100270,Cust 6468,17.99,5/30/2024,06-06-2024,Sophie,0,7,Lower Medium
02-06-2023,North,Chair,10,217.43,Store A,Retail,0.15,Bob,1848.155,Credit Card,FREESHIP,0,REG100272,Cust 9816,33.14,02-06-2023,2/15/2023,Ryan,1848.155,9,Upper Medium
7/15/2024,West,Phone,15,476.15,Store B,Wholesale,0.05,Carlos,6785.1375,Online,SAVE10,0,REG100273,Cust 8227,24.48,7/15/2024,7/19/2024,Wendy,6785.1375,4,Medium
03-06-2025,East,Chair,5,89.03,Store C,Wholesale,0.1,Frank,400.635,Debit Card,WINTER15,0,REG100274,Cust 4990,22.42,03-06-2025,3/16/2025,Eric,400.635,10,Medium
7/26/2023,North,Printer,6,355.26,Store D,Retail,0.1,Bob,1918.404,Online,WINTER15,0,REG100276,Cust 7330,30.49,7/26/2023,7/29/2023,Ryan,1918.404,3,Upper Medium
04-10-2024,West,Tablet,8,294.76,Store C,Retail,0.1,Diana,2122.272,Online,SAVE10,0,REG100277,Cust 5273,36.04,04-10-2024,4/13/2024,Wendy,2122.272,3,Upper Medium
1/24/2025,North,Desk,16,60.69,Store A,Wholesale,0,Carlos,971.04,Credit Card,WINTER15,0,REG100278,Cust 6138,7.03,1/24/2025,1/27/2025,Ryan,971.04,3,Low
4/27/2025,West,Laptop,2,559.63,Store B,Wholesale,0.1,Diana,1007.334,Credit Card,WINTER15,1,REG100279,Cust 2084,42.34,4/27/2025,05-03-2025,Wendy,0,6,High
2/20/2025,East,Phone,4,232.66,Store B,Wholesale,0.1,Frank,837.576,Online,WINTER15,0,REG100280,Cust 2799,11.88,2/20/2025,2/23/2025,Eric,837.576,3,Lower Medium
9/14/2023,North,Printer,10,230.87,Store A,Retail,0.15,Bob,1962.395,Debit Card,SAVE10,0,REG100281,Cust 5234,28.33,9/14/2023,9/19/2023,Ryan,1962.395,5,Medium
4/17/2024,West,Tablet,7,353.9,Store C,Wholesale,0.15,Alice,2105.705,Debit Card,SAVE10,1,REG100282,Cust 3051,15.74,4/17/2024,4/27/2024,Wendy,0,10,Lower Medium
08-05-2024,East,Phone,19,271.22,Store A,Wholesale,0.1,Alice,4637.862,Credit Card,WINTER15,0,REG100285,Cust 4002,35.33,08-05-2024,8/15/2024,Eric,4637.862,10,Upper Medium
4/27/2025,West,Printer,16,329.54,Store A,Wholesale,0.15,Bob,4481.744,Debit Card,FREESHIP,1,REG100287,Cust 8088,39.39,4/27/2025,05-03-2025,Wendy,0,6,Upper Medium
9/20/2024,South,Phone,6,170.1,Store A,Retail,0,Eva,1020.6,Gift Card,FREESHIP,0,REG100288,Cust 6455,38.61,9/20/2024,9/23/2024,Sophie,1020.6,3,Upper Medium
09-08-2023,West,Laptop,19,212.83,Store D,Wholesale,0.15,Carlos,3437.2045,Online,WINTER15,0,REG100289,Cust 4117,42.88,09-08-2023,9/15/2023,Wendy,3437.2045,7,High
6/20/2024,North,Phone,3,456.92,Store C,Retail,0.1,Frank,1233.684,Gift Card,FREESHIP,0,REG100291,Cust 5185,17.57,6/20/2024,6/27/2024,Ryan,1233.684,7,Lower Medium
01-11-2023,East,Tablet,12,521.53,Store D,Retail,0,Eva,6258.36,Credit Card,SAVE10,1,REG100292,Cust 8704,49.59,01-11-2023,1/20/2023,Eric,0,9,High
03-08-2025,Central,Monitor,9,8.81,Store D,Retail,0.15,Alice,67.3965,Online,SAVE10,0,REG100294,Cust 3907,42.7,03-08-2025,3/18/2025,Cameron,67.3965,10,High
3/17/2025,West,Monitor,10,289.91,Store C,Retail,0.1,Diana,2609.19,Cash,SAVE10,0,REG100296,Cust 3635,32.96,3/17/2025,3/21/2025,Wendy,2609.19,4,Upper Medium
11-09-2023,East,Printer,3,142.27,Store D,Retail,0.05,Bob,405.4695,Online,SAVE10,0,REG100297,Cust 2122,32.8,11-09-2023,11/15/2023,Eric,405.4695,6,Upper Medium
8/15/2024,South,Tablet,20,358.57,Store B,Wholesale,0,Alice,7171.4,Debit Card,FREESHIP,1,REG100299,Cust 6146,21.11,8/15/2024,8/20/2024,Sophie,0,5,Medium
3/21/2023,West,Tablet,16,33.18,Store C,Retail,0.05,Eva,504.336,Online,SAVE10,0,REG100300,Cust 4001,22.94,3/21/2023,3/26/2023,Wendy,504.336,5,Medium
11-03-2023,West,Phone,12,17.76,Store D,Retail,0.1,Carlos,191.808,Online,FREESHIP,0,REG100302,Cust 2194,12.18,11-03-2023,11-11-2023,Wendy,191.808,8,Lower Medium
1/30/2025,North,Chair,16,345.53,Store C,Retail,0.15,Frank,4699.208,Gift Card,SAVE10,0,REG100303,Cust 7942,13.43,1/30/2025,02-05-2025,Ryan,4699.208,6,Lower Medium
1/25/2024,West,Laptop,13,453.48,Store A,Wholesale,0.05,Alice,5600.478,Gift Card,SAVE10,0,REG100304,Cust 8451,46.28,1/25/2024,02-03-2024,Wendy,5600.478,9,High
3/29/2025,South,Laptop,10,277.74,Store B,Retail,0.15,Carlos,2360.79,Gift Card,SAVE10,1,REG100305,Cust 4238,35.02,3/29/2025,04-02-2025,Sophie,0,4,Upper Medium
11-02-2024,Central,Chair,16,89.76,Store A,Wholesale,0,Alice,1436.16,Debit Card,WINTER15,1,REG100306,Cust 2529,44.69,11-02-2024,11-09-2024,Cameron,0,7,High
01-11-2023,South,Tablet,9,15.58,Store D,Retail,0.1,Frank,126.198,Gift Card,FREESHIP,1,REG100308,Cust 9069,27.81,01-11-2023,1/19/2023,Sophie,0,8,Medium
06-05-2025,North,Desk,13,466.54,Store C,Wholesale,0,Eva,6065.02,Cash,FREESHIP,0,REG100309,Cust 5858,18.63,06-05-2025,6/14/2025,Ryan,6065.02,9,Lower Medium
3/21/2024,North,Monitor,16,593,Store D,Retail,0.1,Eva,8539.2,Gift Card,SAVE10,0,REG100310,Cust 2712,18.77,3/21/2024,3/24/2024,Ryan,8539.2,3,Lower Medium
8/31/2023,South,Desk,6,567.36,Store C,Wholesale,0.05,Alice,3233.952,Gift Card,WINTER15,0,REG100311,Cust 7052,45.98,8/31/2023,09-08-2023,Sophie,3233.952,8,High
10-07-2024,South,Phone,17,523.04,Store A,Retail,0.05,Eva,8447.096,Debit Card,FREESHIP,0,REG100312,Cust 9397,37.38,10-07-2024,10/17/2024,Sophie,8447.096,10,Upper Medium
04-12-2023,North,Laptop,17,376.4,Store C,Wholesale,0,Alice,6398.8,Debit Card,FREESHIP,0,REG100313,Cust 4614,33.38,04-12-2023,4/15/2023,Ryan,6398.8,3,Upper Medium
11-06-2023,South,Printer,5,95.19,Store A,Retail,0.15,Frank,404.5575,Credit Card,WINTER15,0,REG100314,Cust 1573,48.55,11-06-2023,11/16/2023,Sophie,404.5575,10,High
4/28/2023,West,Desk,2,210.71,Store D,Wholesale,0.15,Diana,358.207,Credit Card,SAVE10,0,REG100315,Cust 5660,7.78,4/28/2023,05-08-2023,Wendy,358.207,10,Low
12/18/2023,West,Printer,7,393.39,Store B,Retail,0.1,Alice,2478.357,Cash,SAVE10,0,REG100316,Cust 3952,34.35,12/18/2023,12/21/2023,Wendy,2478.357,3,Upper Medium
02-05-2023,North,Tablet,18,336.48,Store B,Retail,0,Frank,6056.64,Online,WINTER15,0,REG100318,Cust 9595,18.59,02-05-2023,02-07-2023,Ryan,6056.64,2,Lower Medium
08-04-2024,Central,Monitor,9,24.44,Store C,Wholesale,0.15,Eva,186.966,Gift Card,SAVE10,1,REG100319,Cust 3245,22.06,08-04-2024,8/14/2024,Cameron,0,10,Medium
10/23/2024,Central,Tablet,12,352.2,Store A,Retail,0.05,Eva,4015.08,Credit Card,WINTER15,0,REG100320,Cust 7180,18.39,10/23/2024,11-01-2024,Cameron,4015.08,9,Lower Medium
2/13/2024,West,Monitor,7,353.99,Store C,Wholesale,0.05,Carlos,2354.0335,Gift Card,FREESHIP,0,REG100321,Cust 5973,5.93,2/13/2024,2/20/2024,Wendy,2354.0335,7,Low
06-03-2024,South,Tablet,15,10.22,Store C,Retail,0,Alice,153.3,Gift Card,FREESHIP,0,REG100322,Cust 4310,36.27,06-03-2024,06-07-2024,Sophie,153.3,4,Upper Medium
4/14/2023,South,Printer,17,464.16,Store A,Retail,0.15,Carlos,6707.112,Debit Card,FREESHIP,1,REG100323,Cust 6243,46.83,4/14/2023,4/18/2023,Sophie,0,4,High
12/18/2023,South,Laptop,9,219.93,Store B,Wholesale,0.05,Bob,1880.4015,Gift Card,FREESHIP,0,REG100325,Cust 9386,44.78,12/18/2023,12/22/2023,Sophie,1880.4015,4,High
8/31/2023,North,Laptop,5,311.22,Store A,Wholesale,0.15,Diana,1322.685,Cash,FREESHIP,0,REG100326,Cust 2227,36.98,8/31/2023,09-06-2023,Ryan,1322.685,6,Upper Medium
2/27/2023,Central,Laptop,9,52.69,Store D,Retail,0.15,Diana,403.0785,Online,SAVE10,0,REG100328,Cust 1236,14.59,2/27/2023,03-04-2023,Cameron,403.0785,5,Lower Medium
1/28/2024,South,Tablet,9,434.74,Store D,Wholesale,0.1,Bob,3521.394,Online,SAVE10,0,REG100329,Cust 2669,20.11,1/28/2024,1/31/2024,Sophie,3521.394,3,Medium
05-06-2025,South,Monitor,9,124.17,Store C,Wholesale,0,Eva,1117.53,Debit Card,WINTER15,0,REG100330,Cust 3746,13.31,05-06-2025,05-10-2025,Sophie,1117.53,4,Lower Medium
9/13/2024,East,Monitor,2,375.48,Store D,Retail,0.05,Diana,713.412,Credit Card,FREESHIP,0,REG100331,Cust 9694,26.39,9/13/2024,9/15/2024,Eric,713.412,2,Medium
9/26/2024,South,Tablet,7,88.87,Store C,Retail,0,Alice,622.09,Online,SAVE10,0,REG100333,Cust 1271,8.36,9/26/2024,10-01-2024,Sophie,622.09,5,Low
3/22/2024,West,Laptop,19,590,Store D,Retail,0.05,Alice,10649.5,Online,FREESHIP,0,REG100336,Cust 1422,5.91,3/22/2024,3/25/2024,Wendy,10649.5,3,Low
06-01-2024,East,Desk,3,204.79,Store B,Retail,0.1,Frank,552.933,Online,FREESHIP,1,REG100338,Cust 6953,7.72,06-01-2024,06-04-2024,Eric,0,3,Low
5/26/2024,North,Laptop,16,586.52,Store C,Wholesale,0,Diana,9384.32,Credit Card,WINTER15,1,REG100339,Cust 2916,17.06,5/26/2024,06-01-2024,Ryan,0,6,Lower Medium
6/25/2024,East,Printer,16,104.83,Store A,Wholesale,0,Carlos,1677.28,Gift Card,FREESHIP,0,REG100340,Cust 6855,33.99,6/25/2024,6/30/2024,Eric,1677.28,5,Upper Medium
12-07-2024,South,Chair,8,367.89,Store B,Retail,0.05,Alice,2795.964,Cash,FREESHIP,0,REG100342,Cust 9700,18.1,12-07-2024,12-09-2024,Sophie,2795.964,2,Lower Medium
11/21/2023,West,Chair,10,333.35,Store A,Retail,0.15,Alice,2833.475,Debit Card,FREESHIP,0,REG100343,Cust 7765,39.35,11/21/2023,11/26/2023,Wendy,2833.475,5,Upper Medium
12/16/2024,North,Chair,8,378.88,Store A,Wholesale,0.1,Frank,2727.936,Debit Card,WINTER15,1,REG100344,Cust 8246,5.22,12/16/2024,12/24/2024,Ryan,0,8,Low
08-05-2023,Central,Monitor,12,169.2,Store C,Retail,0.05,Diana,1928.88,Gift Card,SAVE10,0,REG100345,Cust 6500,28.65,08-05-2023,8/15/2023,Cameron,1928.88,10,Medium
8/30/2023,Central,Chair,7,103.03,Store D,Retail,0.1,Bob,649.089,Online,FREESHIP,1,REG100346,Cust 1150,5.29,8/30/2023,09-06-2023,Cameron,0,7,Low
3/25/2025,East,Printer,3,378.74,Store D,Wholesale,0.15,Frank,965.787,Online,SAVE10,0,REG100347,Cust 7449,8.22,3/25/2025,3/27/2025,Eric,965.787,2,Low
12/13/2024,North,Phone,15,27.21,Store C,Wholesale,0,Alice,408.15,Online,WINTER15,0,REG100348,Cust 1957,43.69,12/13/2024,12/22/2024,Ryan,408.15,9,High
12-12-2023,North,Monitor,7,570.01,Store C,Wholesale,0,Carlos,3990.07,Credit Card,WINTER15,0,REG100350,Cust 5212,42.33,12-12-2023,12/21/2023,Ryan,3990.07,9,High
4/25/2024,East,Monitor,19,526.23,Store B,Retail,0,Bob,9998.37,Credit Card,WINTER15,0,REG100351,Cust 3509,32.77,4/25/2024,05-05-2024,Eric,9998.37,10,Upper Medium
9/16/2023,South,Monitor,18,448.27,Store C,Wholesale,0.05,Diana,7665.417,Credit Card,SAVE10,0,REG100353,Cust 9919,47.56,9/16/2023,9/20/2023,Sophie,7665.417,4,High
10/23/2024,West,Desk,17,583.88,Store D,Retail,0.1,Alice,8933.364,Credit Card,WINTER15,0,REG100354,Cust 7129,37.53,10/23/2024,10/26/2024,Wendy,8933.364,3,Upper Medium
3/18/2025,North,Printer,16,420.79,Store B,Wholesale,0.15,Carlos,5722.744,Cash,FREESHIP,1,REG100356,Cust 6362,22.13,3/18/2025,3/25/2025,Ryan,0,7,Medium
8/25/2023,West,Chair,13,513.18,Store B,Retail,0,Eva,6671.34,Credit Card,FREESHIP,0,REG100357,Cust 4142,10.57,8/25/2023,8/27/2023,Wendy,6671.34,2,Lower Medium
7/13/2023,North,Monitor,19,475.64,Store C,Retail,0.1,Frank,8133.444,Cash,WINTER15,1,REG100358,Cust 9584,11.17,7/13/2023,7/17/2023,Ryan,0,4,Lower Medium
2/25/2025,North,Tablet,13,238.34,Store C,Retail,0.1,Carlos,2788.578,Credit Card,SAVE10,1,REG100359,Cust 2553,7.9,2/25/2025,03-06-2025,Ryan,0,9,Low
4/14/2025,Central,Laptop,14,285.03,Store B,Wholesale,0.1,Eva,3591.378,Credit Card,SAVE10,0,REG100360,Cust 1347,41.5,4/14/2025,4/17/2025,Cameron,3591.378,3,High
6/15/2025,Central,Desk,5,5.52,Store C,Retail,0.05,Alice,26.22,Credit Card,FREESHIP,0,REG100361,Cust 8305,10.58,6/15/2025,6/18/2025,Cameron,26.22,3,Lower Medium
10/22/2024,North,Monitor,18,396.25,Store D,Retail,0.1,Frank,6419.25,Credit Card,FREESHIP,0,REG100362,Cust 7015,20.39,10/22/2024,10/27/2024,Ryan,6419.25,5,Medium
3/19/2025,Central,Laptop,17,511.8,Store B,Retail,0.05,Carlos,8265.57,Credit Card,WINTER15,1,REG100366,Cust 1400,13.33,3/19/2025,3/26/2025,Cameron,0,7,Lower Medium
08-06-2023,West,Tablet,4,555.86,Store C,Retail,0.05,Bob,2112.268,Cash,FREESHIP,0,REG100367,Cust 6361,28.92,08-06-2023,08-08-2023,Wendy,2112.268,2,Medium
09-11-2024,Central,Monitor,15,202.72,Store D,Retail,0.05,Eva,2888.76,Debit Card,WINTER15,1,REG100368,Cust 5267,41.61,09-11-2024,9/19/2024,Cameron,0,8,High
